state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
KS,2017,3001800,1,1,"2,243",0.7,"3,222.70"
KS,2017,3001900,1,1,"2,233",0.4,"5,430.10"
KS,2017,3002000,1,1,"2,077",0.4,"5,208.10"
KS,2017,3002100,1,1,"3,104",0.9,"3,334.50"
KS,2017,3002200,1,1,"2,037",0.5,"4,414.20"
KS,2017,3002300,1,1,"2,053",0.5,"4,217.10"
KS,2017,3002400,1,1,"1,814",0.6,"2,908.10"
KS,2017,3002600,1,1,"1,840",0.5,"3,650.60"
KS,2017,3002700,1,1,"1,686",0.5,"3,565.60"
KS,2017,3002800,1,1,"3,095",0.7,"4,653.30"
KS,2017,3002900,1,1,"2,979",0.6,"4,969.20"
KS,2017,3003000,1,1,"2,276",0.6,"3,645.60"
KS,2017,3003100,1,1,"2,291",0.7,"3,519.50"
KS,2017,3003200,1,1,"3,132",0.6,"5,621.80"
KS,2017,3003400,1,1,"3,157",0.8,"3,878.10"
KS,2017,3003500,1,1,"2,024",0.5,"3,895.90"
KS,2017,3003600,1,1,"3,082",0.5,"5,854.30"
KS,2017,3003700,1,1,"1,852",0.2,"8,189.80"
KS,2017,3003800,1,1,"2,778",0.8,"3,354.30"
KS,2017,3003900,1,1,"4,693",0.9,"5,488.60"
KS,2017,3004000,1,1,"4,539",0.9,"5,339.40"
KS,2017,3004300,1,1,"4,436",1.5,"3,000.90"
KS,2017,3005100,1,1,"4,959",1.7,"2,901.60"
KS,2017,3005200,1,1,"4,403",0.8,"5,849.30"
KS,2017,3005300,1,1,"5,772",1.4,"4,264.70"
KS,2017,3005400,1,1,"7,258",7.7,944.6
KS,2017,3005501,1,1,"4,824",2.2,"2,190.20"
KS,2017,3005502,1,1,"5,424",2.4,"2,220.10"
KS,2017,3005600,1,1,"5,019",4.9,"1,020.20"
KS,2017,3005700,1,1,"6,224",2.9,"2,180.40"
KS,2017,3005800,1,1,"4,404",3.3,"1,346.20"
KS,2017,3005900,1,1,"4,446",2.6,"1,714.20"
KS,2017,3006000,1,1,"4,691",1.5,"3,224.50"
KS,2017,3006100,1,1,"2,929",1,"2,988.10"
KS,2017,3006200,1,1,"3,154",0.7,"4,627.00"
KS,2017,3006300,1,1,"2,134",0.8,"2,616.00"
KS,2017,3006400,1,1,"1,732",0.6,"2,821.00"
KS,2017,3006500,1,1,"4,383",0.8,"5,272.60"
KS,2017,3006600,1,1,"2,698",8.9,303.1
KS,2017,3006700,1,1,"2,350",0.5,"4,632.40"
KS,2017,3006800,1,1,"4,102",0.8,"5,433.90"
KS,2017,3006900,1,1,"2,744",0.5,"5,399.80"
KS,2017,3007000,1,1,"3,694",0.9,"4,175.70"
KS,2017,3007101,1,1,"2,229",0.7,"3,279.60"
KS,2017,3007102,1,1,"5,017",0.6,"7,758.60"
KS,2017,3007201,1,1,"4,096",4,"1,035.60"
KS,2017,3007203,1,1,"6,400",1.4,"4,431.00"
KS,2017,3007204,1,1,"7,886",4,"1,962.10"
KS,2017,3007301,1,1,"3,762",1.7,"2,173.10"
KS,2017,3007302,1,1,"3,554",1.6,"2,167.40"
KS,2017,3007400,1,1,773,0.4,"1,911.80"
KS,2017,3007500,1,1,"2,582",0.5,"5,251.20"
KS,2017,3007600,1,1,"4,067",1.6,"2,476.30"
KS,2017,3007700,1,1,"8,379",2.6,"3,257.60"
KS,2017,3007800,1,1,"3,184",0.9,"3,608.80"
KS,2017,3008000,1,1,"5,772",3,"1,909.50"
KS,2017,3008100,1,1,"4,902",11.4,429.4
KS,2017,3008200,1,1,"6,401",1.9,"3,367.30"
KS,2017,3008300,1,1,"4,042",2,"2,036.70"
KS,2017,3008400,1,1,"3,249",1,"3,331.50"
KS,2017,3008500,1,1,"2,408",0.7,"3,384.60"
KS,2017,3008600,1,1,"3,558",0.9,"3,951.60"
KS,2017,3008700,1,1,"4,136",0.9,"4,632.90"
KS,2017,3008800,1,1,"4,705",1.3,"3,534.50"
KS,2017,3008900,1,1,"3,467",1.5,"2,285.70"
KS,2017,3009000,1,1,"2,921",1.2,"2,519.80"
KS,2017,3009100,1,1,"6,491",4,"1,634.50"
KS,2017,3009200,1,1,"2,855",8.1,352
KS,2017,3009301,1,1,"5,847",1.8,"3,327.40"
KS,2017,3009302,1,1,"5,565",1.7,"3,303.90"
KS,2017,3009401,1,1,"3,882",1,"3,833.70"
KS,2017,3009402,1,1,"2,370",1,"2,376.00"
KS,2017,3009503,1,1,"9,898",6,"1,655.70"
KS,2017,3009504,1,1,"4,374",1,"4,463.40"
KS,2017,3009505,1,1,"3,128",1,"3,126.80"
KS,2017,3009506,1,1,"4,938",1,"5,118.70"
KS,2017,3009507,1,1,"5,269",17.6,299
KS,2017,3009508,1,1,"3,383",5.8,582.1
KS,2017,3009509,1,1,"5,601",8.8,633.6
KS,2017,3009510,1,1,"4,390",2.9,"1,521.60"
KS,2017,3009511,1,1,"7,334",3,"2,471.40"
KS,2017,3009512,1,1,"4,311",1,"4,507.60"
KS,2017,3009513,1,1,"4,812",1,"4,847.80"
KS,2017,3009603,1,1,"2,889",2.9,995.3
KS,2017,3009604,2,2,"2,699",10,271.2
KS,2017,3009605,1,1,"5,153",85.6,60.2
KS,2017,3009700,1,1,"6,088",65.7,92.7
KS,2017,3009801,1,1,"4,639",2.8,"1,672.40"
KS,2017,3009802,1,1,"7,986",2.4,"3,364.30"
KS,2017,3009900,1,1,"10,159",33.9,299.9
KS,2017,3010001,1,1,"4,140",3.9,"1,055.10"
KS,2017,3010002,1,1,"3,495",3.9,885.6
KS,2017,3010003,1,1,"2,224",0.7,"3,123.40"
KS,2017,3010004,1,1,"5,982",32.8,182.6
KS,2017,3010005,1,1,"3,708",1.7,"2,135.30"
KS,2017,3010106,1,1,"2,798",1.6,"1,712.20"
KS,2017,3010107,1,1,"3,554",0.9,"3,755.70"
KS,2017,3010108,1,1,"2,350",1,"2,325.80"
KS,2017,3010109,1,1,"2,054",1,"2,032.20"
KS,2017,3010110,1,1,"1,463",1,"1,501.60"
KS,2017,3010111,1,1,"6,962",3.5,"1,962.20"
KS,2017,3010113,1,1,"3,688",16.3,225.8
KS,2017,3010115,1,1,"6,996",5.5,"1,271.00"
KS,2017,3010116,1,1,"2,200",69.6,31.6
KS,2017,3010200,1,1,"9,329",71.9,129.7
KS,2017,3010300,1,1,"11,956",34.3,348.6
KS,2017,3010400,2,2,"2,240",71.3,31.4
KS,2017,3010500,2,2,"4,130",73.3,56.4
KS,2017,3010600,2,2,"3,972",105.9,37.5
KS,2017,3010700,2,2,"3,246",107.6,30.2
KS,2017,3010801,1,1,"2,878",1.4,"2,105.20"
KS,2017,3010802,1,1,"2,366",1.6,"1,450.30"
KS,2017,5965600,5,5,"2,397",619.1,3.9
KS,2017,5965700,4,4,"4,559",3.7,"1,247.30"
KS,2017,5965800,4,4,"4,404",6.8,649.8
KS,2017,5965900,4,4,"6,803",6.4,"1,068.30"
KS,2017,5966000,4,4,"4,789",3.6,"1,347.70"
KS,2017,7000400,1,1,"4,420",0.8,"5,673.90"
KS,2017,7000500,1,1,"2,442",0.4,"5,814.00"
KS,2017,7000600,1,1,"2,413",0.6,"4,343.20"
KS,2017,7000700,1,1,"3,171",6,526
KS,2017,7000800,1,1,"3,663",5,730
KS,2017,7000900,1,1,"3,255",6.6,493.9
KS,2017,7001000,1,1,"3,374",1,"3,418.60"
KS,2017,7001100,1,1,"3,390",1.1,"3,226.40"
KS,2017,7001200,1,1,"2,284",1.1,"2,167.80"
KS,2017,7001300,1,1,"4,141",1,"4,096.90"
KS,2017,7001500,1,1,"2,125",1.4,"1,469.60"
KS,2017,7001601,1,1,"2,739",1.4,"1,904.70"
KS,2017,7001603,1,1,"2,931",0.5,"6,047.00"
KS,2017,7001604,1,1,"3,543",0.8,"4,380.40"
KS,2017,7001800,1,1,"4,148",0.8,"4,960.10"
KS,2017,7001900,1,1,"3,015",0.8,"3,852.40"
KS,2017,7002100,1,1,"3,351",0.7,"4,675.60"
KS,2017,7002200,1,1,"2,563",1,"2,562.20"
KS,2017,7002400,1,1,"5,810",5.2,"1,128.10"
KS,2017,7002500,1,1,"2,714",0.9,"2,858.80"
KS,2017,7002601,1,1,"3,919",1.2,"3,383.90"
KS,2017,7002602,1,1,"6,335",1.8,"3,455.90"
KS,2017,7002701,1,1,"4,515",1.3,"3,519.00"
KS,2017,7002702,1,1,"4,238",2.9,"1,483.60"
KS,2017,7002800,1,1,"4,291",1,"4,143.90"
KS,2017,7002900,1,1,"3,379",1.5,"2,302.90"
KS,2017,7003001,1,1,"3,370",1.2,"2,899.00"
KS,2017,7003002,1,1,"5,273",4.2,"1,254.20"
KS,2017,7003100,1,1,"6,103",4,"1,518.00"
KS,2017,7003301,1,1,"2,438",5.4,448.2
KS,2017,7003302,1,1,"3,702",26,142.2
KS,2017,7003400,1,1,"9,371",28.7,326.3
KS,2017,7003500,2,2,"6,179",143.4,43.1
KS,2017,7003601,2,2,"4,670",110.5,42.3
KS,2017,7003604,1,1,"3,766",11.4,330.2
KS,2017,7003605,1,1,"3,986",7.2,551.5
KS,2017,7003606,1,1,"4,547",1,"4,541.70"
KS,2017,7003607,1,1,"6,179",10.5,586.2
KS,2017,7003700,1,1,"8,020",21.5,372.7
KS,2017,7003901,1,1,"6,934",29.4,235.6
KS,2017,7003902,2,2,"4,351",89,48.9
KS,2017,7004000,1,1,"3,066",2.1,"1,455.20"
KS,2017,7004100,1,1,"3,810",1.7,"2,292.90"
KS,2017,9952600,10,10,"1,221",871.1,1.4
KS,2017,9952700,10,10,"1,335",24.9,53.6
KS,2018,1453600,10,10.3,"1,119","1,007.20",1.1
KS,2018,1453700,7,7,"4,891",48.9,100
KS,2018,3475800,10,10,"1,802",27,66.8
KS,2018,3475900,10,10,"2,051",868.5,2.4
KS,2018,5470600,10,10,"2,012",465.6,4.3
KS,2018,5470700,10,10,"2,425",326.5,7.4
KS,2018,7964100,10,10,"2,235",680.3,3.3
KS,2018,9965100,8,8,"1,614",701.2,2.3
KS,2018,9965200,7,7,"4,110",26,157.8
KS,2019,1962100,2,2,"5,271",87.7,60.1
KS,2019,1962200,2,2,"5,301",372.4,14.2
KS,2019,1962300,10,10,"2,568",418.2,6.1
KS,2019,1962400,7,7,"4,303",35.2,122.3
KS,2019,1962500,7,7,"4,373",23.5,186.3
KS,2019,1962600,2,2,"2,316",244.9,9.5
KS,2019,3953100,7,7,"5,918",74.1,79.8
KS,2019,3953400,10,10.3,"1,982","1,000.60",2
KS,2019,5955800,10,10,"3,001",889.5,3.4
KS,2019,7483100,3,3,"4,509",376.7,12
KS,2019,7483200,2,2,"2,544",417.6,6.1
KS,2019,9954100,10,10,"1,485",913.7,1.6
KS,2020,1978600,10,10,"3,233",383.3,8.4
KS,2020,1978700,10,10,"2,566",511.5,5
KS,2020,3957600,10,10,"2,234",718.6,3.1
KS,2020,5097100,8,8,"2,084",263,7.9
KS,2020,5097200,10,10,"1,525",263,5.8
KS,2020,5097300,10,10,"2,763",11.8,233.6
KS,2020,5097400,7,7,"3,037",32.6,93
KS,2020,7096600,10,10,"1,720",479.1,3.6
KS,2020,7096700,10,10,"1,589",18.7,84.9
KS,2020,9040001,99,99,0,4,0
KS,2020,9040002,1,1,3,0.5,5.7
KS,2020,9040200,1,1,"1,351",0.9,"1,489.00"
KS,2020,9040300,1,1,738,0.3,"2,401.30"
KS,2020,9040400,1,1,"1,887",0.5,"3,467.60"
KS,2020,9040500,1,1,"1,898",0.6,"3,065.90"
KS,2020,9040600,1,1,"2,690",0.7,"3,997.90"
KS,2020,9040700,1,1,"1,766",0.4,"4,106.50"
KS,2020,9040800,1,1,542,0.2,"2,557.30"
KS,2020,9040900,1,1,"1,292",0.8,"1,703.30"
KS,2020,9041000,1,1,"1,336",0.4,"3,381.50"
KS,2020,9041100,1,1,"1,209",0.4,"2,730.10"
KS,2020,9041200,1,1,"1,534",0.5,"2,833.90"
KS,2020,9041300,1,1,"4,710",1,"4,634.00"
KS,2020,9041500,1,1,"2,464",1,"2,591.60"
KS,2020,9041600,1,1,"4,115",0.6,"6,355.30"
KS,2020,9041700,1,1,"2,522",0.5,"5,133.00"
KS,2020,9041800,1,1,978,0.3,"2,889.40"
KS,2020,9041900,1,1,"1,845",0.3,"6,753.20"
KS,2020,9042001,1,1,"1,703",0.2,"9,078.00"
KS,2020,9042002,1,1,"1,947",0.2,"9,102.70"
KS,2020,9042100,1,1,"2,801",0.3,"8,611.30"
KS,2020,9042200,1,1,"1,937",0.6,"2,982.40"
KS,2020,9042300,1,1,"3,618",0.5,"7,178.60"
KS,2020,9042400,1,1,"2,692",0.4,"6,328.40"
KS,2020,9042501,1,1,61,1.2,49
KS,2020,9042502,1,1,5,1.8,2.7
KS,2020,9042600,1,1,"2,858",0.7,"3,911.80"
KS,2020,9042700,1,1,"3,413",0.9,"3,818.90"
KS,2020,9042800,1,1,"3,337",0.9,"3,690.20"
KS,2020,9043000,1,1,82,0.6,136
KS,2020,9043301,1,1,"3,882",0.9,"4,489.30"
KS,2020,9043400,1,1,"2,134",1.4,"1,497.30"
KS,2020,9043500,1,1,"1,584",0.7,"2,331.60"
KS,2020,9043600,1,1,"6,580",1.7,"3,786.90"
KS,2020,9043700,1,1,"2,240",1.4,"1,609.80"
KS,2020,9043802,2,2,"1,375",6.7,206.7
KS,2020,9043803,1,1,"2,696",2.1,"1,285.90"
KS,2020,9043804,1,1,8,3.2,2.5
KS,2020,9043903,1,1,"3,053",1.2,"2,632.50"
KS,2020,9043904,1,1,"2,966",1.5,"2,015.70"
KS,2020,9043905,1,1,"1,719",3.7,469.3
KS,2020,9044001,1,1,"3,509",4.5,779.4
KS,2020,9044003,1,1,"2,826",3.7,757.4
KS,2020,9044004,1,1,602,2.3,260.8
KS,2020,9044101,1,1,"1,150",0.8,"1,512.30"
KS,2020,9044102,1,1,"2,931",0.8,"3,753.00"
KS,2020,9044103,1,1,"2,830",1.3,"2,170.40"
KS,2020,9044104,1,1,"2,640",0.9,"2,836.80"
KS,2020,9044201,1,1,"3,881",1.8,"2,214.50"
KS,2020,9044202,1,1,"3,489",1.2,"2,794.90"
KS,2020,9044301,1,1,"2,300",0.7,"3,326.80"
KS,2020,9044302,1,1,"1,870",0.7,"2,614.50"
KS,2020,9044303,1,1,"2,155",0.8,"2,697.00"
KS,2020,9044400,1,1,"2,959",1,"2,894.50"
KS,2020,9044500,1,1,"2,153",3.1,699.3
KS,2020,9044601,1,1,"2,729",7.7,356.6
KS,2020,9044602,10,10,0,3.2,0
KS,2020,9044603,10,10,0,3.1,0
KS,2020,9044702,1,1,"4,340",9,480.1
KS,2020,9044703,1,1,"1,842",4.9,372.7
KS,2020,9044704,1,1,"1,581",4.1,386.8
KS,2020,9044803,1,1,"4,958",17.6,281
KS,2020,9044804,1,1,"3,839",10.6,363.3
KS,2020,9044805,1,1,"2,576",8,320.4
KS,2020,9044806,1,1,562,7.7,72.7
KS,2020,9044900,1,1,"4,201",1.7,"2,513.00"
KS,2020,9045000,1,1,"3,879",1.9,"2,020.30"
KS,2020,9045100,1,1,"2,152",0.7,"3,278.70"
KS,2020,9045200,1,1,"3,980",0.8,"4,938.10"
KY,2100,1970100,8,8,"1,727",67.7,25.5
KY,2100,1970200,8,8,"1,722",40.3,42.8
KY,2100,1970300,8,8,"3,016",73.9,40.8
KY,2100,1970401,7,7,"4,070",40.7,100
KY,2100,1970402,7,7,"4,261",25.9,164.7
KY,2100,1970500,8,8,"2,457",101.8,24.1
KY,2100,1970600,8,8,"1,403",55,25.5
KY,2100,3920100,8,8,"3,185",80.5,39.6
KY,2100,3920200,2,2,"2,703",56.6,47.7
KY,2100,3920300,7,7,"4,685",27,173.8
KY,2100,3920400,7,7,"4,492",51.4,87.4
KY,2100,3920500,8,8,"1,600",68.8,23.3
KY,2100,3920600,9,9,"3,291",60.1,54.8
KY,2100,5950100,4,4,"8,164",29.1,280.4
KY,2100,5950201,5,5,"5,372",4.3,"1,255.60"
KY,2100,5950202,5,5,"3,651",28.6,127.7
KY,2100,5950300,5,5,"1,969",60.8,32.4
KY,2100,5950400,5,5,"2,265",79.1,28.6
KY,2100,7950100,5,5,"4,259",116.1,36.7
KY,2100,7950200,5,5,"1,494",62.2,24
KY,2100,7950300,5,5,"2,496",68.3,36.5
KY,2100,9950100,5,5,"3,592",72.5,49.5
KY,2100,9950200,7,7,"3,642",30.8,118.4
KY,2100,9950300,5,5,"3,065",41.5,73.8
KY,2100,9950400,4,4,"5,910",7.9,751.3
KY,2100,9950500,4,4,"3,698",7,528
KY,2100,9950600,4,4,"5,937",27.1,219.4
KY,2100,9950700,5,5,"5,878",43.1,136.4
KY,2100,9950800,5,5,"3,337",71.1,46.9
KY,2100,9950900,5,5,"3,607",121.4,29.7
KY,2100,9951000,5,5,"3,507",65.2,53.8
KY,2101,1970100,5,5,"1,791",64,28
KY,2101,1970200,5,5,"6,192",129.8,47.7
KY,2101,1970300,5,5,"3,608",85,42.5
KY,2101,3960100,10,10,"2,564",81.7,31.4
KY,2101,3960200,10,10,"5,150",47.8,107.7
